0.jpg,619.3958558558559,0.3869284094980788,6.432695017364477
1.jpg,469.10333145115754,0.1769900203748718,8.670381775960877
10.jpg,464.0650307658092,0.38470929099625745,7.786795486349272
11.jpg,965.0443007109673,0.17210049401056784,9.693853215126776
12.jpg,170.17902179553715,0.31534771567380676,8.689427854161908
13.jpg,260.73453453453453,0.30160679901136134,8.300842617161631
14.jpg,2576.028964606713,0.1361351305069656,10.236681800947663
15.jpg,630.2821621621623,0.20695450606774882,8.39336140027677
16.jpg,992.2136088965622,0.42269482645414813,7.565736390553093
17.jpg,972.1897297297298,0.31035424914634924,8.00073847302799
18.jpg,517.0632825132825,0.3080660912356336,8.5462161137642
19.jpg,939.905045045045,0.2707935445753104,7.801932042449937
2.jpg,108.0982720982721,0.7481960463071983,4.476115961242242
20.jpg,1788.0705733862244,0.19741177098020937,9.56952539836399
21.jpg,872.444393682287,0.3592203512114242,8.129233742515996
3.jpg,1357.6951351351352,0.5750962092623619,5.280618313781087
4.jpg,583.3437691835481,0.7186227824669971,4.005579217121225
5.jpg,1140.5447981137636,0.15585058226578483,9.39432902997314
6.jpg,680.0738735919899,0.45916567087475696,7.466848566343381
7.jpg,482.0210810810811,0.27539315176869017,7.749056826574455
8.jpg,1540.2776052648392,0.20921929495209726,9.355059069062714
9.jpg,431.536332491886,0.28012584629385795,8.622234338501846
