NamaFile,PersentaseKemiripan
IMG_7319.JPG,90
IMG_7320.JPG,95
IMG_7321.JPG,92
IMG_7322.JPG,93
IMG_7323.JPG,91
IMG_7324.JPG,92
IMG_7325.JPG,93
IMG_7326.JPG,94
IMG_7327.JPG,95
IMG_7328.JPG,96
IMG_7329.JPG,81
IMG_7330.JPG,85
IMG_7334.JPG,83
IMG_7335.JPG,65
IMG_7336.JPG,64
IMG_7348.JPG,65
IMG_7349.JPG,54
IMG_7350.JPG,55
IMG_7351.JPG,66
IMG_7352.JPG,67
IMG_7353.JPG,68
IMG_7354.JPG,69
IMG_7355.JPG,90
